,commentID,comment,timestamp
10,23707780a63911ec818414857fb42124," Drogo, he married poor Miss Primula Brandybuck â€˜There on the mantelpiece Old Gaffer Gamgee got two sacks of potatoes, a new spade, a woollen waistcoat, and a bottle of ointment for creaking joints Most of the company were, however, now in a tolerant mood, at that delightful stage which they called â€˜filling up the cornersâ€™",2022-03-18 14:46:20.444932
11,23707781a63911eca08214857fb42124," He welcomed all the callers, but he had not much more to say than before â€˜You will get plenty when the time comes And yet it would be a relief in a way not to be bothered with it any moreâ€˜Oh, they may, in years to come",2022-03-18 14:46:23.238940
12,23707782a63911ecba3814857fb42124," â€˜You will be a fool if you doGandalf laughedThere was plenty of everything left for Frodo Let it go! And then you can go yourself, and be free",2022-03-18 14:46:26.026657
13,23707783a63911ecab2914857fb42124," How abominable! I would give them Bag End and everything else, if I could get Bilbo back and go off tramping in the country with himOn this occasion the presents were unusually good I now repeat it more correctly: Thank you very much for coming to my little party I wonâ€™t give my precious away, I tell you",2022-03-18 14:46:28.822666
14,23707784a63911ec803f14857fb42124,"'I am glad to find you visible,â€™ replied the wizard, sitting down in a chair, 'I wanted to catch you and have a few final wordsBut Bilbo had not finished This was unexpected and rather difficult At least I beg you not to use it in any way that will cause talk or rouse suspicion",2022-03-18 14:46:31.619925
15,23707785a63911ecb37b14857fb42124," I may be away for a good while; but Iâ€™ll come and see you again, as soon as I can But lunch and tea were marked chiefly by the fact that at those times all the guests were sitting down and eating togetherTwelve more years passedThere were many Bagginses and Boffins, and also many Tooks and Brandybucks; there were various Grubbs (relations of Bilbo Bagginsâ€™ grandmother), and various Chubbs (connexions of his Took grandfather); and a selection of Burrowses, Bolgers, Bracegirdles, Brockhouses, Goodbodies, Hornblowers and Proudfoots",2022-03-18 14:46:34.417125
16,23707786a63911ec8b0a14857fb42124," ""Though that flash was surprising: it quite startled me, let alone the othersâ€˜So do I,â€™ said Gandalfâ€˜Everything?â€™ said GandalfAs for Bilbo Baggins, even while he was making his speech, he had been fingering the golden ring in his pocket: his magic ring that he had kept secret for so many years",2022-03-18 14:46:37.206125
17,23707787a63911ec81d914857fb42124," It can wait I need a change, or something He took off his party clothes, folded up and wrapped in tissue-paper his embroidered silk waistcoat, and put it away After all his father was a Baggins",2022-03-18 14:46:40.004124
18,23707788a63911ecb97514857fb42124," â€˜Hear! Hear! Hear!â€™ they shouted, and kept on repeating it in chorus, seeming reluctant to follow their own adviceâ€˜If you mean, inventing all that about a ""present"", well, I thought the true story much more likely, and I couldnâ€™t see the point of altering it at all About midnight carriages came for the important folk I feel I need a holiday, a very long holiday, as I have told you before",2022-03-18 14:46:42.804526
19,23707789a63911ec969014857fb42124," Go away and leave it behind Bilbo when he came back, a matter of sixty years ago, when I was a lad It may have other powers than just making you vanish when you wish to Out flew a red-golden dragon - not life-size, but terribly life-like: fire came from his jaws, his eyes glared down; there was a roar, and he whizzed three times over the heads of the crowd",2022-03-18 14:46:45.602515
20,2370778aa63911ecab9414857fb42124," â€˜Lobelia again most likely,â€™ he thoughtGandalf remained for a while staring after him into the darkness Lobelia knew that quite well / should say: OUR birthday",2022-03-18 14:46:48.391501
21,2370778ba63911ec966e14857fb42124," â€˜One Gross, indeed! Vulgar expressionWhen the old man, helped by Bilbo and some dwarves, had finished unloading The knock was repeated, much louder, but he took no notice She was our Mr",2022-03-18 14:46:51.193501
22,2370778ca63911ec8fde14857fb42124," I know nothing about jools I tried locking it up, but I found I couldnâ€™t rest without it in my pocket â€˜You had better come and live here, Frodo my lad,â€™ said Bilbo one day; â€˜and then we can celebrate our birthday-parties comfortably together But they do things proper at Bag End",2022-03-18 14:46:53.989501
23,2370778da63911eca87c14857fb42124," He looked up, sniffing the air If you want to know, there is supposed to be a plot between you and me to get hold of his wealth I always said so,â€™ was probably the most popular comment The flowers glowed red and golden: snap-dragons and sun-flowers, and nasturtiums trailing all over the turf walls and peeping in at the round windows",2022-03-18 14:46:56.780016
24,2370778ea63911ec934414857fb42124," â€˜You had better come and live here, Frodo my lad,â€™ said Bilbo one day; â€˜and then we can celebrate our birthday-parties comfortably together I wish you would trust me, as you usedâ€˜He is indisposed,â€™ he saidâ€˜Then I forgive you",2022-03-18 14:46:59.567848
25,2370778fa63911ec994114857fb42124," Time wore on, but it seemed to have little effect on Mrâ€˜We shall see,â€™ said Bilboâ€˜Only what Bilbo told me The riches he had brought back from his travels had now become a local legend, and it was popularly believed, whatever the old folk might say, that the Hill at Bag End was full of tunnels stuffed with treasure",2022-03-18 14:47:02.365518
26,23707790a63911ec8c7414857fb42124," The Sackville-Bagginses scowled, and wondered what was meant by â€˜coming into his inheritanceâ€™But old Rory Brandybuck was not so sure If you say that again, I shall â€˜Yet after all, why not? Why shouldnâ€™t it stay there?â€™
",2022-03-18 14:47:05.159375
27,23707791a63911eca05714857fb42124," Master Everard Took and Miss Melilot Brandybuck got on a table and with bells in their hands began to dance the Springle-ring: a pretty dance, but rather vigorous They lived on the Hill itself, in Number 3 Bagshot Row just below Bag End â€˜And now I really must be starting, or somebody else will catch me I wish I had come back sooner, just to see him off",2022-03-18 14:47:07.960384
28,23707792a63911ec9da614857fb42124," Itâ€™s mine anyway Let it go! And then you can go yourself, and be free It was important She was a young Baggins, and too obviously considered her face shapely",2022-03-18 14:47:10.757084
29,23707793a63911ec82ae14857fb42124," â€˜But you wonâ€™t get it But I donâ€™t feel too sure about this whole affair It has got far too much hold on you When Frodo replied that only the things specially directed by Bilbo were being given away, they said the whole affair was very fishy",2022-03-18 14:47:13.554253
30,23707794a63911ec871114857fb42124," Are you going any further?â€™
/ donâ€™t know half of you half as well as I should like; and I like less than half of you half as well as you deserve Eventually they were shown into the study Stop possessing it",2022-03-18 14:47:16.346064
31,23707795a63911ec891114857fb42124,"â€˜In an envelope, if you must know,â€™ said Bilbo impatiently A great smoke went up The flowers glowed red and golden: snap-dragons and sun-flowers, and nasturtiums trailing all over the turf walls and peeping in at the round windows Many young hobbits were included, and present by parental permission; for hobbits were easy-going with their children in the matter of sitting up late, especially when there was a chance of getting them a free meal",2022-03-18 14:47:19.142883
32,23707796a63911ec989a14857fb42124," Drogo was staying at Brandy Hall with his father-in-law, old Master Gorbadoc, as he often did after his marriage (him being partial to his vittles, and old Gorbadoc keeping a mighty generous table); and he went out boating on the Brandywine River; and he and his wife were drownded, and poor Mr I was professionally interested in your ring, you may say; and I still am It hasnâ€™t made it any easier in the end, but it would be a pity to waste all my preparations â€˜Baggins is his name, but heâ€™s more than half a Brandybuck, they say",2022-03-18 14:47:21.930536
33,23707797a63911eca44814857fb42124,"Frodo was the only one present who had said nothing He had enjoyed the joke, of course, even though he had been in the know Hence the excitement of the hobbit-children I was looking forward to your help",2022-03-18 14:47:24.724532
34,23707798a63911ec86c514857fb42124," Bilbo has learned him his letters - meaning no harm, mark you, and I hope no harm will come of it A special entrance was cut into the bank leading to the road, and wide steps and a large white gate were built thereâ€™ Some of the visitors he invited to come inside, as Bilbo had left â€˜messagesâ€™ for them You have wisely kept that ring secret all these years, and it seemed to me necessary to give your guests something else that would seem to explain your sudden vanishment",2022-03-18 14:47:27.525426
35,23707799a63911ecbdb514857fb42124," And why not? Even if Gollum said the same onceâ€˜Indeed it would take away the only point I ever saw in the affair,â€™ said GandalfThen the weather clouded over Labels got torn off and mixed, and quarrels broke out",2022-03-18 14:47:30.319225
36,2370779aa63911ecbc8514857fb42124," I love the Shire Then there was a dead silence, until suddenly, after several deep breaths, every Baggins, Boffin, Took, Brandybuck, Grubb, Chubb, Burrows, Bolger, Bracegirdle, Brockhouse, Goodbody, Hornblower, and Proudfoot began to talk at once Cheers from all the assembly He wore a tall pointed blue hat, a long grey cloak, and a silver scarf",2022-03-18 14:47:33.111225
37,2370779ba63911eca84014857fb42124," Now that he was himself growing old and stiff in the joints, the job was mainly carried on by his youngest son, Sam Gamgee Bilbo, as Iâ€™ve always said,â€™ the Gaffer declaredâ€˜Neither do I,â€™ answered the wizard â€˜And I wonder many other things",2022-03-18 14:47:35.901898
38,2370779ca63911ec853814857fb42124," Good-bye now! Take care of yourself! Look out for me, especially at unlikely times! Good-bye!â€™
 â€˜You make that clearer with every word you say â€˜Well, so I have!â€™ cried Bilboâ€˜If you mean, inventing all that about a ""present"", well, I thought the true story much more likely, and I couldnâ€™t see the point of altering it at all",2022-03-18 14:47:38.701899
39,23709e88a63911ecae4e14857fb42124," Honestly, I nearly tried on Bilboâ€™s ringâ€˜Yes, yes,â€™ said Gandalf I donâ€™t look it, but I am beginning to feel it in my heart of hearts â€˜You will be a fool if you do",2022-03-18 14:47:41.496781
40,23709e89a63911ecb9b214857fb42124," Besides, their cousin, Bilbo, had been specializing in food for many years and his table had a high reputation Labels got torn off and mixed, and quarrels broke outâ€˜Iâ€™ve heard they went on the water after dinner in the moonlight,â€™ said Old Noakes; â€˜and it was Drogoâ€™s weight as sunk the boatTwelve more years passed",2022-03-18 14:47:44.285789
41,23709e8aa63911ecbd4c14857fb42124," Each year the Bagginses had given very lively combined birthday-parties at Bag End; but now it was understood that something quite exceptional was being planned for that autumnâ€˜Indeed it would take away the only point I ever saw in the affair,â€™ said Gandalf â€˜It has been called that before,â€™ he said, â€˜but not by you I was looking forward to your help",2022-03-18 14:47:47.083712
42,23709e8ba63911ec9fd714857fb42124," â€˜Put it on the mantelpiece And then he comes back and orders them off; and he goes on living and living, and never looking a day older, bless him! And suddenly he produces an heir, and has all the papers made out proper I am going off at once: so this is good-bye for the present GOOD-BYE!
",2022-03-18 14:47:49.876861
43,23709e8ca63911ec958714857fb42124,"â€˜Oh, not what he told the dwarves and put in his book,â€™ said Frodo The Sackville-Bagginses wonâ€™t never see the inside of Bag End now, or it is to be hoped not What is it all about? It is mine isnâ€™t it? I found it, and Gollum would have killed me, if I hadnâ€™t kept it Very much like Mr",2022-03-18 14:47:52.672480
44,23709e8da63911ec886714857fb42124," It will be safe enough there, till Frodo comes Sandyman,â€™ retorted the Gaffer, disliking the miller even more than usual They were all superbâ€˜You are very mysterious! What are you afraid of?â€™
",2022-03-18 14:47:55.474412
45,23709e8ea63911ec95c914857fb42124," He comes of age and into his inheritance todayFrodo came in soon afterwards, and found him sitting in the dark, deep in thought They were sipping their favourite drinks, and nibbling at their favourite dainties, and their fears were forgotten But he had no close friends, until some of his younger cousins began to grow up",2022-03-18 14:47:58.269635
46,23709e8fa63911ec9f9814857fb42124,"â€˜Yes, yes,â€™ said Gandalf The lights went out What is it all about? It is mine isnâ€™t it? I found it, and Gollum would have killed me, if I hadnâ€™t kept it â€˜The ring as well? You agreed to that, you remember",2022-03-18 14:48:01.060507
47,23709e90a63911ec9ddf14857fb42124," Why do you want me to?â€™ he asked, and a curious change came over his voiceâ€˜Oh, not what he told the dwarves and put in his book,â€™ said Frodo They disliked Bilbo and detested Frodo, but so magnificent was the invitation card, written in golden ink, that they had felt it was impossible to refuse But lunch and tea were marked chiefly by the fact that at those times all the guests were sitting down and eating together",2022-03-18 14:48:03.853519
48,23709e91a63911ec9a9d14857fb42124," Cheers from all the assemblyâ€˜Yes,â€™ answered Gandalf, â€˜he has gone at last But he spoke quite politely I am leaving everything to him, of course, except a few oddments",2022-03-18 14:48:06.652326
49,23709e92a63911ec999314857fb42124,"Bilbo was very rich and very peculiar, and had been the wonder of the Shire for sixty years, ever since his remarkable disappearance and unexpected return There was a specially large pavilion, so big that the tree that grew in the field was right inside it, and stood proudly near one end, at the head of the chief table But keep it secret, and keep it safe! Now I am going to bed At the end of the second week in September a cart came in through Bywater from the direction of the Brandywine Bridge in broad daylight",2022-03-18 14:48:09.439326
50,23709e93a63911ec95eb14857fb42124,"Bilbo took out the envelope, but just as he was about to set it by the clock, his hand jerked back, and the packet fell on the floor A false rumour that the whole household was being distributed free spread like wildfire; and before long the place was packed with people who had no business there, but could not be kept outThe eldest of these, and Bilboâ€™s favourite, was young Frodo Baggins Bilbo was going to be eleventy-one, 111, a rather curious number and a very respectable age for a hobbit (the Old Took himself had only reached 130); and Frodo was going to be thirty-three, 33) an important number: the date of his â€˜coming of ageâ€™",2022-03-18 14:48:12.227048
51,23709e94a63911ecbe0c14857fb42124," Many of them had indeed been ordered a year before, and had come all the way from the Mountain and from Dale, and were of real dwarf-makeâ€˜If you mean, inventing all that about a ""present"", well, I thought the true story much more likely, and I couldnâ€™t see the point of altering it at all Heâ€™ll be all right - nowâ€˜I donâ€™t understand,â€™ said Frodo",2022-03-18 14:48:15.025714
52,23709e95a63911ec8da414857fb42124," But he does not really want to, yet The invitations were limited to twelve dozen (a number also called by the hobbits one Gross, though the word was not considered proper to use of people); and the guests were selected from all the families to which Bilbo and Frodo were related, with the addition of a few special unrelated friends (such as Gandalf) An odd-looking waggon laden with odd-looking packages rolled into Hobbiton one evening and toiled up the Hill to Bag Endâ€™ He drew a deep breath",2022-03-18 14:48:17.814850
53,23709e96a63911eca96514857fb42124," I feel I need a holiday, a very long holiday, as I have told you before In fact, I donâ€™t mean to, and I have made all arrangements I tried locking it up, but I found I couldnâ€™t rest without it in my pocket Hence the excitement of the hobbit-children",2022-03-18 14:48:20.616537
54,23709e97a63911eca00214857fb42124," He gave orders for more wine to be served; then he got up and drained his own glass silently to the health of Bilbo, and slipped out of the pavilion With perfect truth: for Bilbo was very polite to him, calling him â€˜Master Hamfastâ€™, and consulting him constantly upon the growing of vegetables - in the matter of â€˜rootsâ€™, especially potatoes, the Gaffer was recognized as the leading authority by all in the neighbourhood (including himself) Bilbo was busy: writing invitations, ticking off answers, packing up presents, and making some private preparations of his ownInside Bag End, Bilbo and Gandalf were sitting at the open window of a small room looking out west on to the garden",2022-03-18 14:48:23.408959
55,23709e98a63911eca62e14857fb42124," Even the Tooks (with a few exceptions) thought Bilboâ€™s behaviour was absurd Bilbo has learned him his letters - meaning no harm, mark you, and I hope no harm will come of it Bilbo chose his favourite stick from the stand; then he whistled I am going off at once: so this is good-bye for the present",2022-03-18 14:48:26.207139
56,23709e99a63911eca0e914857fb42124," Rumours of strange events had by now spread all over the field, but Frodo would only say no doubt everything will be cleared up in the morningProudfoots, repeated Bilbo But Lobelia was not so easily got rid ofâ€˜So did I",2022-03-18 14:48:29.003772
57,23709e9aa63911ecb81314857fb42124, Bilbo chose his favourite stick from the stand; then he whistled â€˜You make that clearer with every word you say This was the sort of stuff they liked: short and obvious Bilboâ€™s tales,2022-03-18 14:48:31.800358
58,23709e9ba63911ecb9c414857fb42124," â€˜Isnâ€™t that odd now?â€™ he said softly to himself There was, however, no sign nor mention of money or jewellery: not a penny-piece or a glass bead was given away I feel I need a holiday, a very long holiday, as I have told you before Noises of trumpets and horns, pipes and flutes, and other musical instruments",2022-03-18 14:48:34.597146
59,23709e9ca63911ec931614857fb42124," And there was also one last surprise, in honour of Bilbo, and it startled the hobbits exceedingly, as Gandalf intended But he had no close friends, until some of his younger cousins began to grow up But I begin to wish, somehow, that I had gone too Bilbo chose his favourite stick from the stand; then he whistled",2022-03-18 14:48:37.385834
60,23709e9da63911ec89fd14857fb42124, They were rather too large for him Then he went in Old Master Gorbadoc never had fewer than a couple of hundred relations in the placeâ€˜Is everything ready?â€™ asked Bilbo,2022-03-18 14:48:40.180675
61,23709e9ea63911ec922a14857fb42124," She was a young Baggins, and too obviously considered her face shapely He spoke this last word so loudly and suddenly that everyone sat up who still couldâ€˜It may, and it may not,â€™ said Gandalf The book and bundle he stuffed into the top of a heavy bag that was standing there, already nearly full",2022-03-18 14:48:42.980673
62,23709e9fa63911ec83e214857fb42124, He ought to be comfortable hereThis is only a small selection of the assembled presentsâ€˜Everything?â€™ said Gandalfâ€™ He drew a deep breath,2022-03-18 14:48:45.769394
63,23709ea0a63911ec89a414857fb42124," Cheers againâ€™ Then he went to revive himself with a belated cup of tea But I saw her some time ago, driving a pony-trap towards Bywater with a face that would have curdled new milk There were, as has been said, many young hobbits present",2022-03-18 14:48:48.558166
64,23709ea1a63911ec9a3314857fb42124," It may have other powers than just making you vanish when you wish toâ€˜At once!â€™ cried Frodo I suppose you feel that everything has gone off splendidly and according to plan?â€™
â€˜Which story, I wonder,â€™ said Gandalf",2022-03-18 14:48:51.352555
65,23709ea2a63911ecba9b14857fb42124," â€˜Has he left me that? I wonder why An odd-looking waggon laden with odd-looking packages rolled into Hobbiton one evening and toiled up the Hill to Bag Endâ€˜So did Iâ€˜So do I,â€™ said Gandalf",2022-03-18 14:48:54.149170
66,23709ea3a63911ec834c14857fb42124," People became enthusiastic; and they began to tick off the days on the calendar; and they watched eagerly for the postman, hoping for invitations It was, unfortunately, very clear and correct (according to the legal customs of hobbits, which demand among other things seven signatures of witnesses in red ink) Labels got torn off and mixed, and quarrels broke out How abominable! I would give them Bag End and everything else, if I could get Bilbo back and go off tramping in the country with him",2022-03-18 14:48:56.950929
67,23709ea4a63911ec899814857fb42124,"â€˜Iâ€™ll do as I choose and go as I please,â€™ said Bilbo obstinately Now it comes to it, I donâ€™t like parting with it at all, I may say There were, as has been said, many young hobbits present It would quite spoil the joke",2022-03-18 14:48:59.753196
68,23709ea5a63911ec9a7b14857fb42124, To them he was just one of the â€˜attractionsâ€™ at the Party Practically everybody living near was invited The startled hobbits peered out of lamplit doors to gape at it Bilbo was doing splendidly,2022-03-18 14:49:02.540289
69,23709ea6a63911eca27814857fb42124," What is it all about? It is mine isnâ€™t it? I found it, and Gollum would have killed me, if I hadnâ€™t kept it The hobbits rose rather later They knew him by sight, though he only appeared in Hobbiton occasionally and never stopped long; but neither they nor any but the oldest of their elders had seen one of his firework displays - they now belonged to the legendary past I should like to know where it is, if you go wandering again",2022-03-18 14:49:05.328953
70,23709ea7a63911ecb29114857fb42124,"â€™ Then he disappeared inside with Bilbo, and the door was shut He paused for a momentâ€˜Iâ€™ll do as I choose and go as I please,â€™ said Bilbo obstinately A regular warren, by all accounts",2022-03-18 14:49:08.127990
71,23709ea8a63911ec8c0614857fb42124," â€˜Anyway we want to see him and we mean to see him Cheers from all the assembly Small wonder that trouble came of it, I say If thatâ€™s being queer, then we could do with a bit more queerness in these parts",2022-03-18 14:49:10.922561
72,23709ea9a63911ec8c4b14857fb42124,"No one had a more attentive audience than old Ham Gamgee, commonly known as the Gaffer But he does not really want to, yetâ€˜Oh, not what he told the dwarves and put in his book,â€™ said Frodo If thatâ€™s being queer, then we could do with a bit more queerness in these parts",2022-03-18 14:49:13.720706
73,23709eaaa63911ecad7f14857fb42124," But, of course, most of the things were given where they would be wanted and welcome The light of the lanterns fell on his beaming face; the golden buttons shone on his embroidered silk waistcoat And yet it would be a relief in a way not to be bothered with it any more I have heard his story: how he found it, and how he used it: on his journey, I mean",2022-03-18 14:49:16.518303
74,23709eaba63911ec81b614857fb42124," Master Everard Took and Miss Melilot Brandybuck got on a table and with bells in their hands began to dance the Springle-ring: a pretty dance, but rather vigorous By mid-day, when even the best-fed were out and about again, there was a large crowd at Bag End, uninvited but not unexpected It was, unfortunately, very clear and correct (according to the legal customs of hobbits, which demand among other things seven signatures of witnesses in red ink) Cheers again",2022-03-18 14:49:19.308303
75,23709eaca63911ec838814857fb42124," â€˜But I felt so queer Something in the way that he said this made an impression People came and began (by orders) to clear away the pavilions and the tables and the chairs, and the spoons and knives and bottles and plates, and the lanterns, and the flowering shrubs in boxes, and the crumbs and cracker-paper, the forgotten bags and gloves and handkerchiefs, and the uneaten food (a very small item)â€˜And no wonder theyâ€™re queer,â€™ put in Daddy Twofoot (the Gafferâ€™s next-door neighbour), â€˜if they live on the wrong side of the Brandywine River, and right agin the Old Forest",2022-03-18 14:49:22.103942
76,23709eada63911ecb3ef14857fb42124,"Before long the invitations began pouring out, and the Hobbiton post-office was blocked, and the Bywater post-office was snowed under, and voluntary assistant postmen were called for â€˜Everything packed and labelled?â€™
 Frodo was sitting at a table with a lot of papers in front of him They were all superb",2022-03-18 14:49:24.902159
77,23709eaea63911ec8de414857fb42124," I donâ€™t doubt they were mostly full of treasure he had picked up in foreign parts, where there be mountains of gold, they say; but there wasnâ€™t enough to fill tunnels Neither age nor an enormous dinner had clouded his wits, and he said to his daughter-in-law, Esmeralda: â€˜Thereâ€™s something fishy in this, my dear! I believe that mad Baggins is off again Donâ€™t you worry about me! I am as happy now as I have ever been, and that is saying a great deal But, of course, most of the things were given where they would be wanted and welcome",2022-03-18 14:49:27.700701
78,23709eafa63911ec974d14857fb42124," There was almost silence, and one or two of the Tooks pricked up their ears Frodo left an orphan and stranded, as you might say, among those queer Bucklanders, being brought up anyhow in Brandy Hall Why couldnâ€™t he stop talking and let them drink his health? But Bilbo did not sing or recite Bilbo was busy: writing invitations, ticking off answers, packing up presents, and making some private preparations of his own",2022-03-18 14:49:30.502444
79,23709eb0a63911ec9cc614857fb42124," Bilbo comes up the Hill with a pony and some mighty big bags and a couple of chestsThen they went round the hole, and evicted three young hobbits (two Boffins and a Bolger) who were knocking holes in the walls of one of the cellarsThe eldest of these, and Bilboâ€™s favourite, was young Frodo Baggins It was very unlike Bilbo to do so, anyway; and I thought it rather odd",2022-03-18 14:49:33.294497
80,23709eb1a63911ecbd6d14857fb42124," In fact he offered to once, just before the party Today is my one hundred and eleventh birthday: I am eleventy-one today! â€˜Hurray! Hurray! Many Happy Returns!â€™ they shouted, and they hammered joyously on the tables They knew him by sight, though he only appeared in Hobbiton occasionally and never stopped long; but neither they nor any but the oldest of their elders had seen one of his firework displays - they now belonged to the legendary past But keep it secret, and keep it safe! Now I am going to bed",2022-03-18 14:49:36.083576
81,23709eb2a63911ecad7e14857fb42124," He looked up, sniffing the air I hope he will Bringing up young hobbits took a lot of provender Milo never answered letters",2022-03-18 14:49:38.883745
82,23709eb3a63911ecacdd14857fb42124," Suddenly it gave way to a look of relief and a laugh â€˜Anyway we want to see him and we mean to see him Bilbo was going to be eleventy-one, 111, a rather curious number and a very respectable age for a hobbit (the Old Took himself had only reached 130); and Frodo was going to be thirty-three, 33) an important number: the date of his â€˜coming of ageâ€™ Not very expensive ones, as a rule, and not so lavishly as on this occasion; but it was not a bad system",2022-03-18 14:49:41.683880
83,23709eb4a63911ec9ee814857fb42124," You had better take it and deliver it for me He comes of age and into his inheritance today Stick to your plan - your whole plan, mind - and I hope it will turn out for the best, for you, and for all of us At ninety-nine they began to call him well-preserved, but unchanged would have been nearer the mark",2022-03-18 14:49:44.480637
84,23709eb5a63911ecaa1614857fb42124,"For ANGELICAâ€™S use, from Uncle Bilbo, on a round convex mirror Indeed, in one corner some of the young Tooks and Brandybucks, supposing Uncle Bilbo to have finished (since he had plainly said all that was necessary), now got up an impromptu orchestra, and began a merry dance-tune I have said good-bye, and I couldnâ€™t bear to do it all over again You are an interfering old busybody,â€™ laughed Bilbo, â€˜but I expect you know best, as usual",2022-03-18 14:49:47.281344
85,23709eb6a63911ec87b514857fb42124," The art of Gandalf improved with age Iâ€™m not a thief, whatever he said â€˜Lock the door, and donâ€™t open it to anyone today, not even if they bring a battering ramâ€™ He got up",2022-03-18 14:49:50.083163
86,23709eb7a63911ec866714857fb42124," The lights went outâ€˜I do Frodo is as nice a young hobbit as you could wish to meetâ€˜Donâ€™t do that!â€™ said Gandalf, sitting down",2022-03-18 14:49:52.872875
87,23709eb8a63911ecb3a614857fb42124,"'I am old, Gandalf â€˜It is mine, I tell youâ€™ Some of the visitors he invited to come inside, as Bilbo had left â€˜messagesâ€™ for them I am very fond indeed of it, and of all the dear old Shire; but I think I need a holiday",2022-03-18 14:49:55.661745
88,23709eb9a63911ec9b4414857fb42124," Bilbo was doing splendidly â€˜But I knew in my heart that he really meant to goThe next day more carts rolled up the Hill, and still more carts But they never got tired of them",2022-03-18 14:49:58.455638
89,23709ebaa63911ec951c14857fb42124," ""Though that flash was surprising: it quite startled me, let alone the others He jumped over a low place in the hedge at the bottom, and took to the meadows, passing into the night like a rustle of wind in the grass But odd things may happen to people that have such treasures - if they use them I found it",2022-03-18 14:50:01.256413
90,23709ebba63911ecb9c014857fb42124," The sun got up, the clouds vanished, flags were unfurled and the fun began Go away and leave it behind â€˜It is mine, I tell you I shall wait for him",2022-03-18 14:50:04.046414
91,23709ebca63911ec9f8814857fb42124," When they opened their eyes Bilbo was nowhere to be seen Spoons? Fiddlesticks!â€™ He snapped his fingers under Frodoâ€™s nose and slumped off The banquet was very splendid, however, though I had a bad cold at the time, I remember, and could only say â€˜thag you very buchâ€™ He escorted her firmly off the premises, after he had relieved her of several small (but rather valuable) articles that had somehow fallen inside her umbrella",2022-03-18 14:50:06.843022
92,23709ebda63911ec9b2e14857fb42124," Deafening cheers Good-bye now! Take care of yourself! Look out for me, especially at unlikely times! Good-bye!â€™
 Morning went on For some time he had sat silent beside Bilboâ€™s empty chair, and ignored all remarks and questions",2022-03-18 14:50:09.638020
